REGION,PROVINCIA,DISTRITO,PK_LOC,LOCALIDAD,COLEGIOS,CENTROS DE SALUD,COMISARÍAS
HUANCAVELICA,TAYACAJA,HUACHOCOLPA,LOC001314,TAURIBAMBA,1,1,0
HUANCAVELICA,TAYACAJA,HUARIBAMBA,LOC001315,ANTA,2,1,0
HUANCAVELICA,TAYACAJA,HUARIBAMBA,LOC001316,AYACANCHA,2,1,0
HUANCAVELICA,TAYACAJA,HUARIBAMBA,LOC001317,HUARIBAMBA,2,1,0
HUANCAVELICA,TAYACAJA,HUARIBAMBA,LOC001318,INYAC (SANTA CRUZ DE INYAC),2,1,0
HUANCAVELICA,TAYACAJA,HUARIBAMBA,LOC001319,PARIAC,1,1,0
HUANCAVELICA,TAYACAJA,HUARIBAMBA,LOC001320,PICHUS,2,1,0
HUANCAVELICA,TAYACAJA,HUARIBAMBA,LOC001321,TAPU,0,1,0
HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,LOC001322,IMPERIAL,0,1,0
HUANCAVELICA,TAYACAJA,PAMPAS,LOC001323,CASAY,2,1,0
HUANCAVELICA,TAYACAJA,PAMPAS,LOC001324,SAN JUAN DE MANTARO,1,0,0
HUANCAVELICA,TAYACAJA,PAMPAS,LOC001325,SANTA ROSA DE MANTACRA,1,1,0
HUANCAVELICA,TAYACAJA,PAMPAS,LOC001326,SOCORRO,0,1,0
HUANCAVELICA,TAYACAJA,PAMPAS,LOC001327,VIÑAS,1,0,0
HUANCAVELICA,TAYACAJA,PAZOS,LOC001328,CARAMPA,2,1,0
HUANCAVELICA,TAYACAJA,PAZOS,LOC001329,PAZOS,2,1,1
HUANCAVELICA,TAYACAJA,PAZOS,LOC001330,SAN JOSE DE AYMARA (AYMARA),1,0,0
HUANCAVELICA,TAYACAJA,PAZOS,LOC001331,SANTA CRUZ DE QUILLHUAY,1,0,0
HUANCAVELICA,TAYACAJA,QUICHUAS,LOC001332,COLCA,2,1,0
HUANCAVELICA,TAYACAJA,QUICHUAS,LOC001333,LA FLORIDA,1,0,0
HUANCAVELICA,TAYACAJA,QUICHUAS,LOC001334,QUICHUAS,1,1,0
HUANCAVELICA,TAYACAJA,QUICHUAS,LOC001335,SAN JOSE,1,1,0
HUANCAVELICA,TAYACAJA,QUICHUAS,LOC001336,SANTA ROSA DE MALLMA,2,1,0
HUANCAVELICA,TAYACAJA,QUICHUAS,LOC001337,UCHUYMARCA,1,0,0
HUANCAVELICA,TAYACAJA,QUICHUAS,LOC001338,VIOLETAS ACCOYANCA,1,0,0
HUANCAVELICA,TAYACAJA,QUISHUAR,LOC001339,QUISHUAR,2,1,0
HUANCAVELICA,TAYACAJA,SALCABAMBA,LOC001340,AYACCOCHA,2,1,0
HUANCAVELICA,TAYACAJA,SALCABAMBA,LOC001341,CEDRO PAMPA,1,1,0
HUANCAVELICA,TAYACAJA,SALCABAMBA,LOC001342,MIRAFLORES,1,0,0
HUANCAVELICA,TAYACAJA,SALCABAMBA,LOC001343,PATAY,2,1,0
HUANCAVELICA,TAYACAJA,SALCABAMBA,LOC001344,SALCABAMBA,2,1,0
HUANCAVELICA,TAYACAJA,SALCAHUASI,LOC001345,CHUYAPATA,2,1,0
HUANCAVELICA,TAYACAJA,SALCAHUASI,LOC001346,HUACCAYRUMI,2,0,0
HUANCAVELICA,TAYACAJA,SALCAHUASI,LOC001347,LA LOMA CENTRO,2,1,0
HUANCAVELICA,TAYACAJA,SALCAHUASI,LOC001348,SALCAHUASI,2,1,0
HUANCAVELICA,TAYACAJA,SALCAHUASI,LOC001349,SAN ANTONIO,0,1,0
HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,LOC001350,QUIMLLO,1,0,0
HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,LOC001351,SAN ISIDRO DE ACOBAMBA,1,1,0
HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,LOC001352,SAN MARCOS DE ROCCHAC,1,1,0
HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,LOC001353,SANTIAGO DE TUCUMA,2,1,0
HUANCAVELICA,TAYACAJA,SURCUBAMBA,LOC001354,PUEBLO LIBRE,1,0,0
HUANCAVELICA,TAYACAJA,SURCUBAMBA,LOC001355,SURCUBAMBA,2,1,1
HUANCAVELICA,TAYACAJA,SURCUBAMBA,LOC001356,VISTA ALEGRE,2,1,0
HUANCAVELICA,TAYACAJA,SURCUBAMBA,LOC001357,YANANYAC,1,1,0
HUANCAVELICA,TAYACAJA,TINTAY PUNCU,LOC001358,TINTAY,2,1,0
HUANCAVELICA,TAYACAJA,TINTAY PUNCU,LOC001359,UCHUY SIHUIS,2,1,0
HUANUCO,DOS DE MAYO,PACHAS,LOC003937,IRMA CHICO,0,1,0
HUANUCO,AMBO,SAN RAFAEL,LOC003921,CHACOS,1,1,0
HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,LOC003971,QUIPRAN,1,1,0
HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,LOC003970,QUEROPATA,1,0,0
HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,LOC003969,CHAVIN DE PARIARCA,2,1,0
HUANUCO,HUAMALIES,ARANCAY,LOC003968,ARANCAY,2,1,0
HUANUCO,HUACAYBAMBA,PINRA,LOC003967,SANTA ROSA DE PINRA,1,0,0
HUANUCO,HUACAYBAMBA,PINRA,LOC003966,PINRA,2,1,0
HUANUCO,HUACAYBAMBA,PINRA,LOC003965,NUEVA DIVISORIA,1,0,0
HUANUCO,HUACAYBAMBA,PINRA,LOC003964,LA MERCED,1,0,0
HUANUCO,HUACAYBAMBA,PINRA,LOC003963,HUARASILLO,1,1,0
HUANUCO,HUACAYBAMBA,PINRA,LOC003962,CAJAN,1,1,0
HUANUCO,HUACAYBAMBA,PINRA,LOC003961,ALTO MARAÑON,1,0,0
HUANUCO,HUACAYBAMBA,HUACAYBAMBA,LOC003960,QUICHIRRAGRA,1,1,0
HUANUCO,HUACAYBAMBA,COCHABAMBA,LOC003959,COCHABAMBA,1,1,0
HUANUCO,HUACAYBAMBA,CANCHABAMBA,LOC003958,VILLAFLORES,0,1,0
HUANUCO,HUACAYBAMBA,CANCHABAMBA,LOC003957,UMBE,1,0,0
HUANUCO,HUACAYBAMBA,CANCHABAMBA,LOC003956,SAN CRISTOBAL DE PACHACHIN,1,0,0
HUANUCO,HUACAYBAMBA,CANCHABAMBA,LOC003955,PAUCA,1,0,0
HUANUCO,HUACAYBAMBA,CANCHABAMBA,LOC003954,DINAMARCA,1,0,0
HUANUCO,HUACAYBAMBA,CANCHABAMBA,LOC003953,CANCHABAMBA,1,1,0
HUANUCO,DOS DE MAYO,YANAS,LOC003952,HUANZAPAMPA,1,0,0
HUANUCO,DOS DE MAYO,SILLAPATA,LOC003951,VISTA ALEGRE,1,0,0
HUANUCO,DOS DE MAYO,SILLAPATA,LOC003950,PUNCURIN,1,0,0
HUANUCO,DOS DE MAYO,SILLAPATA,LOC003949,OCROSPATA,1,0,0
HUANUCO,DOS DE MAYO,SHUNQUI,LOC003948,GOYLLARCANCHA,1,0,0
HUANUCO,DOS DE MAYO,SHUNQUI,LOC003947,COCHAPATA,1,1,0
HUANUCO,DOS DE MAYO,RIPAN,LOC003946,VISTA ALEGRE,0,1,0
HUANUCO,DOS DE MAYO,RIPAN,LOC003945,SANTA ROSA,1,0,0
HUANUCO,DOS DE MAYO,RIPAN,LOC003944,RACUAY,1,1,0
HUANUCO,DOS DE MAYO,RIPAN,LOC003943,COCHABAMBA,1,1,0
HUANUCO,DOS DE MAYO,RIPAN,LOC003942,CARMEN GRANDE DE QUILLIN,1,0,0
HUANUCO,DOS DE MAYO,RIPAN,LOC003941,BUENOS AIRES DE OCUPAMPA,1,0,0
HUANUCO,DOS DE MAYO,QUIVILLA,LOC003940,SAN MARTIN DE PORRAS,1,0,0
HUANUCO,DOS DE MAYO,QUIVILLA,LOC003939,QUIVILLA,2,1,0
HUANUCO,DOS DE MAYO,PACHAS,LOC003938,PICHGAS,1,1,0
HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,LOC003972,SAN JUAN DE PAMPAS,1,1,0
HUANUCO,DOS DE MAYO,PACHAS,LOC003936,BELLAVISTA,1,1,0
HUANUCO,DOS DE MAYO,MARIAS,LOC003935,MAYNAS,1,1,0
HUANUCO,DOS DE MAYO,MARIAS,LOC003934,MARIAS,2,1,0
HUANUCO,DOS DE MAYO,MARIAS,LOC003933,GUENAYHUILCA,1,0,0
HUANUCO,DOS DE MAYO,MARIAS,LOC003932,GORGOR,1,0,0
HUANUCO,DOS DE MAYO,LA UNION,LOC003931,GUELLAYCANCHA-CHUMIPATA,1,0,0
HUANUCO,DOS DE MAYO,CHUQUIS,LOC003930,UCRUMARCA,1,1,0
HUANUCO,DOS DE MAYO,CHUQUIS,LOC003929,TINGO CHICO,1,1,0
HUANUCO,DOS DE MAYO,CHUQUIS,LOC003928,RUCAU,1,0,0
HUANUCO,DOS DE MAYO,CHUQUIS,LOC003927,HUANCAN,1,1,0
HUANUCO,DOS DE MAYO,CHUQUIS,LOC003926,HUANCACHACA,1,0,0
HUANUCO,AMBO,TOMAY KICHWA,LOC003925,TOMAY KICHWA,0,1,0
HUANUCO,AMBO,SAN RAFAEL,LOC003924,SANTO DOMINGO DE RONDOS,1,1,0
HUANUCO,AMBO,SAN RAFAEL,LOC003923,MATIHUACA,0,1,0
HUANUCO,AMBO,SAN RAFAEL,LOC003922,COCHACALLA,1,1,0
HUANUCO,AMBO,SAN RAFAEL,LOC003920,CHACATAMA,1,0,0
HUANUCO,AMBO,SAN FRANCISCO,LOC003919,SAN ANTONIO DE QUIRCAN,1,0,0
HUANUCO,AMBO,SAN FRANCISCO,LOC003918,MOSCA,1,1,0
HUANUCO,AMBO,HUACAR,LOC003917,SAN PEDRO DE ACOBAMBA,1,1,0
HUANUCO,AMBO,HUACAR,LOC003916,SAN JUAN DE YANAMACHAY,1,0,0
HUANUCO,AMBO,HUACAR,LOC003915,MOSCATUNA,1,1,0
HUANUCO,AMBO,HUACAR,LOC003914,COCHATAMA,1,0,0
HUANUCO,AMBO,HUACAR,LOC003913,ANGASMARCA,1,1,0
HUANUCO,AMBO,CONCHAMARCA,LOC003912,SAN PEDRO DE CUMBE,1,0,0
HUANUCO,AMBO,COLPAS,LOC003911,YAPAC,1,1,0
HUANUCO,AMBO,COLPAS,LOC003910,SAN LORENZO DE COQUIN,1,0,0
HUANUCO,AMBO,COLPAS,LOC003909,SAN ANTONIO DE CHUCCHUC,1,1,0
HUANUCO,AMBO,COLPAS,LOC003908,COLPAS,1,1,0
HUANUCO,AMBO,CAYNA,LOC003907,CAYNA,1,1,1
HUANUCO,AMBO,AMBO,LOC003906,SACSAHUANCA,1,1,0
HUANUCO,AMBO,AMBO,LOC003905,HURACHIMPA,1,0,0
HUANUCO,AMBO,AMBO,LOC003904,HUANDOBAMBA,1,0,0
HUANUCO,AMBO,AMBO,LOC003903,COYLLAR,1,0,0
HUANUCO,AMBO,AMBO,LOC003902,CHAUCHA,0,1,0
HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,LOC003973,SAN MARTIN,1,0,0
HUANUCO,HUAMALIES,JACAS GRANDE,LOC003974,ANDAS,2,1,0
HUANUCO,HUAMALIES,JACAS GRANDE,LOC003975,CARHUAPATA,1,1,0
HUANUCO,HUAMALIES,JACAS GRANDE,LOC003976,CASCANGA,1,1,0
HUANUCO,HUAMALIES,JACAS GRANDE,LOC003977,HUACASH,1,0,0
HUANUCO,HUAMALIES,JACAS GRANDE,LOC003978,JACAS GRANDE,2,1,0
HUANUCO,HUAMALIES,JACAS GRANDE,LOC003979,NUEVA GRANADA,1,0,0
HUANUCO,HUAMALIES,JACAS GRANDE,LOC003980,NUEVAS FLORES,1,1,0
HUANUCO,HUAMALIES,JACAS GRANDE,LOC003981,PAMPARAHUAY,1,0,0
HUANUCO,HUAMALIES,JACAS GRANDE,LOC003982,QUEROPATA,1,0,0
HUANUCO,HUAMALIES,JACAS GRANDE,LOC003983,SAN JUAN DE QUIRU QUIRU,1,0,0
HUANUCO,YAROWILCA,PAMPAMARCA,LOC004249,CRUZPAMPA,1,0,0
HUANUCO,YAROWILCA,PAMPAMARCA,LOC004248,CASACANCHA,1,0,0
HUANUCO,YAROWILCA,OBAS,LOC004247,VILLA DE MANTA,1,1,0
HUANUCO,YAROWILCA,OBAS,LOC004246,VILCABAMBA,0,1,0
HUANUCO,YAROWILCA,OBAS,LOC004245,SANTA ROSA DE UMPASH,1,0,0
HUANUCO,YAROWILCA,OBAS,LOC004244,OBAS,0,1,0
HUANUCO,YAROWILCA,OBAS,LOC004243,HUALPAYUNCA,1,1,0
HUANUCO,YAROWILCA,OBAS,LOC004242,COLQUILLAS,1,1,0
HUANUCO,YAROWILCA,OBAS,LOC004241,COCHAMARCA,1,0,0
HUANUCO,YAROWILCA,CHORAS,LOC004240,CHORAS,1,0,0
HUANUCO,YAROWILCA,CHAVINILLO,LOC004239,SAN JUAN DE JENNAPATAY(SAN JUAN,1,0,0
HUANUCO,YAROWILCA,CHAVINILLO,LOC004238,NUAYCULANO,1,1,0
HUANUCO,YAROWILCA,CHACABAMBA,LOC004237,SHULLUYACO,2,1,0
HUANUCO,YAROWILCA,APARICIO POMARES,LOC004236,VILLA DE ACOBAMBA,1,0,0
HUANUCO,YAROWILCA,APARICIO POMARES,LOC004235,SAN JUAN DE VILLA CASTILLA,1,0,0
HUANUCO,YAROWILCA,APARICIO POMARES,LOC004234,SAN JUAN DE COCHAPAMPA,1,0,0
HUANUCO,YAROWILCA,APARICIO POMARES,LOC004233,SAN ANTONIO DE SHURAPAMPA,1,0,0
HUANUCO,YAROWILCA,APARICIO POMARES,LOC004232,SAHUAY,1,0,0
HUANUCO,YAROWILCA,APARICIO POMARES,LOC004231,RONDOBAMBA,1,0,0
HUANUCO,YAROWILCA,APARICIO POMARES,LOC004230,RAHUA,1,1,0
HUANUCO,YAROWILCA,APARICIO POMARES,LOC004229,CHUPAN,0,1,0
HUANUCO,PUERTO INCA,YUYAPICHIS,LOC004228,YUYAPICHIS,1,1,0
HUANUCO,PUERTO INCA,YUYAPICHIS,LOC004227,BELLO HORIZONTE,1,0,0
HUANUCO,PUERTO INCA,TOURNAVISTA,LOC004226,TOURNAVISTA,1,1,0
HUANUCO,HUAMALIES,JACAS GRANDE,LOC004225,LEON PAMPA,1,0,0
HUANUCO,YAROWILCA,CHAVINILLO,LOC004224,RAIN CONDOR,1,1,0
HUANUCO,PUERTO INCA,TOURNAVISTA,LOC004223,LOS CONQUISTADORES,1,0,0
HUANUCO,HUACAYBAMBA,COCHABAMBA,LOC004222,ALTA VALLE,1,0,0
HUANUCO,AMBO,AMBO,LOC004221,SALAPAMPA (SALLAPAMPA),1,1,0
HUANUCO,PUERTO INCA,PUERTO INCA,LOC004220,UNION TRES DE MAYO,1,0,0
HUANUCO,PUERTO INCA,PUERTO INCA,LOC004219,PUERTO SUNGARO,2,1,0
HUANUCO,PUERTO INCA,PUERTO INCA,LOC004218,NUEVO TRUJILLO,1,1,0
HUANUCO,HUAMALIES,SINGA,LOC004217,SAN JOSE DE PAUCAR,1,0,0
HUANUCO,PUERTO INCA,PUERTO INCA,LOC004216,NAVIDAD,1,1,0
HUANUCO,PUERTO INCA,HONORIA,LOC004215,SARGENTO LORES,1,0,0
HUANUCO,PUERTO INCA,HONORIA,LOC004214,SAN MIGUEL DE SEMUYA,1,1,0
HUANUCO,PUERTO INCA,HONORIA,LOC004213,NUEVA HONORIA,0,1,0
HUANUCO,PUERTO INCA,HONORIA,LOC004212,NUEVA ESPERANZA,1,0,0
HUANUCO,PUERTO INCA,HONORIA,LOC004211,NUEVA ALIANZA,1,0,0
HUANUCO,PUERTO INCA,HONORIA,LOC004210,HONORIA,1,0,0
HUANUCO,PUERTO INCA,HONORIA,LOC004209,SEÑOR DE LOS MILAGROS,0,1,0
HUANUCO,PUERTO INCA,HONORIA,LOC004208,ANTIGUA HONORIA (HONORIA),1,1,0
HUANUCO,HUANUCO,MARGOS,LOC004207,HUILLY,1,0,0
HUANUCO,PUERTO INCA,CODO DEL POZUZO,LOC004206,SAN JUAN DE CODO,1,1,0
HUANUCO,AMBO,AMBO,LOC004205,TUCNA,1,0,0
HUANUCO,PUERTO INCA,CODO DEL POZUZO,LOC004204,PUEBLO NUEVO,1,0,0
HUANUCO,PACHITEA,UMARI,LOC004203,MONTEHUASI,1,0,0
HUANUCO,PUERTO INCA,CODO DEL POZUZO,LOC004202,NUEVA ESPERANZA,0,1,0
HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,LOC004201,HUARIN,1,1,0
HUANUCO,PUERTO INCA,CODO DEL POZUZO,LOC004200,CODO DEL POZUZO,2,1,0
HUANUCO,PUERTO INCA,CODO DEL POZUZO,LOC004199,CENTRO HUAMPOMAYO,0,1,0
HUANUCO,YAROWILCA,OBAS,LOC004198,COCHAS,1,0,0
HUANUCO,PUERTO INCA,CODO DEL POZUZO,LOC004197,AGUA BLANCA,0,1,0
HUANUCO,PACHITEA,UMARI,LOC004196,WILLCA,1,0,0
HUANUCO,PACHITEA,UMARI,LOC004195,USHUMAYO,1,0,0
HUANUCO,PACHITEA,UMARI,LOC004194,SAN MARCOS,1,1,0
HUANUCO,PACHITEA,UMARI,LOC004193,PINQUIRAY,1,1,0
HUANUCO,PACHITEA,UMARI,LOC004192,HUANIN,2,0,0
HUANUCO,PACHITEA,UMARI,LOC004191,HUANCATURPA,1,0,0
HUANUCO,PACHITEA,UMARI,LOC004190,GOYAR PUNTA,0,1,0
HUANUCO,PACHITEA,UMARI,LOC004189,CRUZ PUNTA,1,0,0
HUANUCO,PACHITEA,UMARI,LOC004188,AURAGSHAY,2,0,0
HUANUCO,PACHITEA,PANAO,LOC004187,YANUNA,1,0,0
HUANUCO,PACHITEA,PANAO,LOC004186,TUNAPUCO,1,0,0
HUANUCO,PACHITEA,PANAO,LOC004185,TOMAYRICA,1,1,0
HUANUCO,PACHITEA,PANAO,LOC004184,SAN ANTONIO DE WARPOJ,1,0,0
HUANUCO,PACHITEA,PANAO,LOC004183,RUMICHACA,1,0,0
HUANUCO,PUERTO INCA,CODO DEL POZUZO,LOC004182,LOS ANGELES,0,1,0
HUANUCO,PACHITEA,PANAO,LOC004181,PURUPAMPA,1,0,0
HUANUCO,PACHITEA,PANAO,LOC004180,HUANCHAG,1,0,0
HUANUCO,PUERTO INCA,HONORIA,LOC004179,UNION PORVENIR,0,1,0
HUANUCO,PACHITEA,MOLINO,LOC004178,PUCAJAGA,1,1,0
HUANUCO,PACHITEA,MOLINO,LOC004177,OROYA,1,0,0
HUANUCO,PACHITEA,MOLINO,LOC004176,MOLINO,2,0,0
HUANUCO,PACHITEA,MOLINO,LOC004175,MIRAFLORES,1,0,0
HUANUCO,PACHITEA,MOLINO,LOC004174,JILLAULLA,1,1,0
HUANUCO,PACHITEA,MOLINO,LOC004173,HUARICHACA,1,1,0
HUANUCO,PACHITEA,MOLINO,LOC004172,COCHATO,1,0,0
HUANUCO,PACHITEA,MOLINO,LOC004171,COCHAPAMPA,1,0,0
HUANUCO,PACHITEA,MOLINO,LOC004170,CHINCHAYCOCHA,2,0,0
HUANUCO,PACHITEA,MOLINO,LOC004169,CALLAGAN MANZANO,1,0,0
HUANUCO,PACHITEA,MOLINO,LOC004168,ANCOMARCA,1,0,0
HUANUCO,PACHITEA,CHAGLLA,LOC004167,SAN CRISTOBAL DE NAUNAN,1,0,0
HUANUCO,PACHITEA,CHAGLLA,LOC004166,PASTO,1,0,0
HUANUCO,PACHITEA,CHAGLLA,LOC004165,MUÑA,2,1,0
HUANUCO,PACHITEA,CHAGLLA,LOC004164,CHINCHOPAMPA,1,0,0
HUANUCO,MARAÑON,SANTA ROSA DE ALTO YANAJANCA,LOC004163,SANTA ROSA DE ALTO YANAJANCA,2,0,1
HUANUCO,MARAÑON,SAN BUENAVENTURA,LOC004162,VILLA MAR,2,1,0
HUANUCO,MARAÑON,SAN BUENAVENTURA,LOC004161,SAN BUENAVENTURA,2,1,0
HUANUCO,MARAÑON,SAN BUENAVENTURA,LOC004160,FRAYLE RUMI,2,1,0
HUANUCO,MARAÑON,LA MORADA,LOC004159,ZONA E EL TRIUNFO,1,0,0
HUANUCO,MARAÑON,LA MORADA,LOC004158,SANTA ROSA DE BADEN,1,0,0
HUANUCO,MARAÑON,LA MORADA,LOC004157,LA MORADA,1,1,0
HUANUCO,MARAÑON,LA MORADA,LOC004156,HUAMUCO,1,0,0
HUANUCO,MARAÑON,LA MORADA,LOC004155,ALTO AZUL,1,0,0
HUANUCO,MARAÑON,HUACRACHUCO,LOC004154,SINAY,1,0,0
HUANUCO,MARAÑON,HUACRACHUCO,LOC004153,SANTA MARIA DE PANACOCHA,1,0,0
HUANUCO,MARAÑON,HUACRACHUCO,LOC004152,QUILLABAMBA,2,0,0
HUANUCO,MARAÑON,HUACRACHUCO,LOC004151,PAMPAYACU,1,0,0
HUANUCO,MARAÑON,HUACRACHUCO,LOC004150,LA FLORIDA,2,0,0
HUANUCO,MARAÑON,HUACRACHUCO,LOC004149,HUAYCHAO,1,1,0
HUANUCO,MARAÑON,HUACRACHUCO,LOC004148,HUARIPAMPA,1,1,0
HUANUCO,MARAÑON,HUACRACHUCO,LOC004147,HUACHAJ,1,0,0
HUANUCO,MARAÑON,HUACRACHUCO,LOC004146,EL PORVENIR,1,0,0
HUANUCO,MARAÑON,HUACRACHUCO,LOC004145,CONDORGAGA,1,0,0
HUANUCO,MARAÑON,HUACRACHUCO,LOC004144,CHOCOBAMBA,1,1,0
HUANUCO,MARAÑON,HUACRACHUCO,LOC004143,ASAY,1,0,0
HUANUCO,MARAÑON,CHOLON,LOC004142,SAN PEDRO DE CHONTA,2,0,0
HUANUCO,HUAMALIES,PUÑOS,LOC004141,SAN JUAN DE QUEROSH,1,0,0
HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,LOC004140,SANTO DOMINGO DE ANDA,1,1,0
HUANUCO,LEONCIO PRADO,RUPA-RUPA,LOC004139,YURIMAGUAS,1,0,0
HUANUCO,LEONCIO PRADO,RUPA-RUPA,LOC004138,VENENILLO,1,0,1
HUANUCO,LEONCIO PRADO,RUPA-RUPA,LOC004137,SUPTE SAN JORGE,0,1,0
HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,LOC004136,SANTA LUCIA,1,0,0
HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,LOC004135,PUEBLO NUEVO,1,1,0
HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,LOC004134,LOS MILAGROS,1,0,0
HUANUCO,LEONCIO PRADO,PUCAYACU,LOC004133,PUCAYACU,1,1,0
HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,LOC004132,INTI,1,0,0
HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,LOC004131,BELLA,1,1,0
HUANUCO,LEONCIO PRADO,LUYANDO,LOC004130,SANTA ROSA DE SHAPAJILLA,0,1,0
HUANUCO,LEONCIO PRADO,LUYANDO,LOC004129,RICARDO PALMA,1,1,0
HUANUCO,LEONCIO PRADO,LUYANDO,LOC004128,NARANJILLO,0,1,0
HUANUCO,LEONCIO PRADO,LUYANDO,LOC004127,MARONA,1,1,0
HUANUCO,LEONCIO PRADO,LUYANDO,LOC004126,ALTO SAN JUAN DE TULUMAYO,1,1,0
HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,LOC004125,PAVAYACU,1,0,0
HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,LOC004124,NUEVA ASPUZANA,0,1,0
HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,LOC004123,LAS MERCEDES,1,1,0
HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,LOC004122,ANGASHYACU,1,0,0
HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,LOC004121,SORTILEGIO,0,1,0
HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,LOC004120,JOSE MARIA UGARTECHE,1,0,0
HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,LOC004119,HERMILIO VALDIZAN,0,1,0
HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,LOC004118,PORVENIR DE MARONA,1,0,0
HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,LOC004117,ALTO PENDENCIA,1,1,0
HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,LOC004116,ALFONSO UGARTE,1,0,0
HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,LOC004115,YACHASMARCA,1,0,0
HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,LOC004114,HUANCAN,1,0,0
HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,LOC004113,CAURI,2,1,1
HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,LOC004112,SAN JUAN DE HUANCABAMBA,1,0,0
HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,LOC004111,PARIASH,1,0,0
HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,LOC004110,CARAMARCA,1,1,0
HUANUCO,LAURICOCHA,RONDOS,LOC004109,RONDOS,2,1,1
HUANUCO,LAURICOCHA,RONDOS,LOC004108,ISCOPAMPA,1,1,0
HUANUCO,LAURICOCHA,RONDOS,LOC004107,COSMA,1,1,0
HUANUCO,LAURICOCHA,RONDOS,LOC004106,CASHAPAMPA,1,0,0
HUANUCO,LAURICOCHA,QUEROPALCA,LOC004105,QUEROPALCA,1,1,0
HUANUCO,LAURICOCHA,JIVIA,LOC004104,JIVIA,1,1,0
HUANUCO,LAURICOCHA,JESUS,LOC004103,SAN JOSE DE TICRA,1,0,0
HUANUCO,LAURICOCHA,JESUS,LOC004102,PARACSHA,1,1,0
HUANUCO,LAURICOCHA,JESUS,LOC004101,LA MERCED,1,0,0
HUANUCO,LAURICOCHA,BAÑOS,LOC004100,SAN ANTONIO DE ACAPA,1,0,0
HUANUCO,LAURICOCHA,BAÑOS,LOC004099,BAÑOS,1,1,1
HUANUCO,HUANUCO,YARUMAYO,LOC004098,YARUMAYO,1,1,0
HUANUCO,HUANUCO,YACUS,LOC004097,YACUS,0,1,0
HUANUCO,HUANUCO,YACUS,LOC004096,SAN ISIDRO DE PAURA,1,1,0
HUANUCO,HUANUCO,YACUS,LOC004095,HUANCHAN,1,1,0
HUANUCO,HUANUCO,YACUS,LOC004094,HUACORA,0,1,0
HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,LOC004093,TAMBO DE SAN JOSE (SAN JOSE DE TAMBO),1,1,0
HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,LOC004092,SANTIAGO DE LLACON (LLACON),1,1,0
HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,LOC004091,SANTA ROSA DE SIRABAMBA,1,1,0
HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,LOC004090,SANTA ROSA DE MARAMBUCO,1,0,0
HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,LOC004089,SANTA CRUZ DE RATACOCHA,0,1,0
HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,LOC004088,SAN SEBASTIAN DE QUERA,1,1,0
HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,LOC004087,SAN PEDRO DE CHOQUECANCHA,1,0,0
HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,LOC004086,SAN PABLO DE PICHUY,1,0,0
HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,LOC004085,SAN PABLO DE BORUNDA,1,0,0
