REGION,PROVINCIA,DISTRITO,PK_LOC,LOCALIDAD,COLEGIOS,CENTROS DE SALUD,COMISARÍAS
CAJAMARCA,CUTERVO,CUTERVO,LOC003217,CULLANMAYO,2,1,0
CAJAMARCA,CUTERVO,CUTERVO,LOC003216,CORRALES,1,1,0
CAJAMARCA,CUTERVO,CUTERVO,LOC003215,CONGA DE ALLANGA,0,1,0
CAJAMARCA,CUTERVO,CUTERVO,LOC003214,CHUGUR,1,1,0
CAJAMARCA,CUTERVO,CUTERVO,LOC003213,CHIPULUC,2,1,0
CAJAMARCA,CUTERVO,CUTERVO,LOC003212,CARAMARCA CHICO,2,1,0
CAJAMARCA,CUTERVO,CUTERVO,LOC003211,CALLACATE SAHUAL,1,0,0
CAJAMARCA,CUTERVO,CUTERVO,LOC003210,CAJERON,1,0,0
CAJAMARCA,CUTERVO,CUTERVO,LOC003209,CACHULQUE,1,0,0
CAJAMARCA,CUTERVO,CUTERVO,LOC003208,CACHACARA,1,1,0
CAJAMARCA,CUTERVO,CUTERVO,LOC003207,AULLAN,2,1,0
CAJAMARCA,CUTERVO,CUTERVO,LOC003206,AÑALCATE,1,1,0
CAJAMARCA,CUTERVO,CUTERVO,LOC003205,AMBULCO CHICO,1,0,0
CAJAMARCA,CUTERVO,CUTERVO,LOC003204,ADCUÑAD,2,1,0
CAJAMARCA,CUTERVO,CUJILLO,LOC003203,YUNCHACO,2,1,0
CAJAMARCA,CUTERVO,CUJILLO,LOC003202,EL PAGO,2,1,0
CAJAMARCA,CUTERVO,CUJILLO,LOC003201,CUJILLO,2,1,0
CAJAMARCA,CUTERVO,CHOROS,LOC003200,VISTA ALEGRE,2,0,0
CAJAMARCA,CUTERVO,CHOROS,LOC003199,SAN ISIDRO,1,0,0
CAJAMARCA,CUTERVO,CHOROS,LOC003198,MIRAFLORES,1,0,0
CAJAMARCA,CUTERVO,CHOROS,LOC003197,MESARUME,1,1,0
CAJAMARCA,CUTERVO,CHOROS,LOC003196,EL ROLLO,2,1,0
CAJAMARCA,CUTERVO,CHOROS,LOC003195,CHOROS,2,1,1
CAJAMARCA,CUTERVO,CALLAYUC,LOC003194,YAPANA,1,0,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003193,UNION SAN JOSE,1,0,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003192,SECTOR EL CAMPO,2,1,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003191,SANTA TERESA DE QUEROMARCA,2,1,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003190,SANTA ROSA,2,1,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003189,SANTA RITA,1,0,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003188,SANTA CLARA,2,1,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003187,SAN JOSE,2,1,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003186,SAN ISIDRO,1,0,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003185,QUEROMARCA,1,1,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003184,PUQUIO,1,1,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003183,MERENDANA,1,0,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003182,MATARA,1,0,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003181,LIMON,1,0,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003180,LA CONGA TUNAS,1,1,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003179,HUABAL,2,1,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003178,CUMBE,2,1,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003177,CUCHEA NOGAL,1,0,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003176,CUCHEA,0,1,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003175,CHONTAS BAJAS,1,0,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003174,CHONTAS ALTAS,0,1,0
CAJAMARCA,CUTERVO,CALLAYUC,LOC003173,CALLAYUC,2,1,1
CAJAMARCA,CUTERVO,CALLAYUC,LOC003172,BATANCILLO,2,0,0
CAJAMARCA,CONTUMAZA,TANTARICA,LOC003171,SALITRE,2,0,1
CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,LOC003169,SANTA CRUZ DE TOLED,2,1,1
CAJAMARCA,CONTUMAZA,SAN BENITO,LOC003168,SANTA ANA,2,1,0
CAJAMARCA,CONTUMAZA,SAN BENITO,LOC003167,SAN BENITO,2,1,1
CAJAMARCA,CONTUMAZA,GUZMANGO,LOC003166,TOTORILLAS,1,1,0
CAJAMARCA,CONTUMAZA,GUZMANGO,LOC003165,GUZMANGO,2,1,1
CAJAMARCA,CONTUMAZA,GUZMANGO,LOC003164,CRUZ GRANDE,1,0,0
CAJAMARCA,CONTUMAZA,GUZMANGO,LOC003163,CHAUSIVOLAN,1,0,0
CAJAMARCA,CONTUMAZA,GUZMANGO,LOC003162,AMANCHALOC,2,0,0
CAJAMARCA,CONTUMAZA,CUPISNIQUE,LOC003161,TRINIDAD,2,1,1
CAJAMARCA,CONTUMAZA,CUPISNIQUE,LOC003160,LA ZANJA,1,0,0
CAJAMARCA,CONTUMAZA,CONTUMAZA,LOC003159,SHAMON,1,0,0
CAJAMARCA,CONTUMAZA,CONTUMAZA,LOC003158,CUSHTON,1,0,0
CAJAMARCA,CONTUMAZA,CONTUMAZA,LOC003157,CALATE,1,0,0
CAJAMARCA,CONTUMAZA,CONTUMAZA,LOC003156,CADAUDON,1,0,0
CAJAMARCA,CONTUMAZA,CHILETE,LOC003155,EL JOCCO,0,1,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003154,UNION PUCARA,1,0,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003153,TACABAMBA,2,1,1
CAJAMARCA,CHOTA,TACABAMBA,LOC003152,SEXE,1,0,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003151,SANTA RITA,2,1,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003150,SAN LUIS DE PUÑA,1,0,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003149,SAN JUAN NUNGO,2,1,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003148,PUSANGA,1,0,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003147,PUÑA,2,1,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003146,PROGRESOPAMPA,1,0,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003145,PEÑA BLANCA,1,1,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003144,PALMA GRANDE,2,1,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003143,PALMA CHICA,1,0,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003142,NUEVO SAN MARTIN,1,1,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003141,NUEVO ORIENTE,1,0,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003140,MIRAFLORES,1,0,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003139,LAS TUNAS,1,0,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003138,LA PUCARA,2,1,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003137,LA COLCA,1,0,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003136,JALCANUNGO,2,1,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003135,HUALANGO,1,0,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003134,EL VERDE,1,1,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003133,EL NARANJO BAJO,2,1,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003132,CHUCMAR ALTO,1,0,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003131,CHUCMAR,1,1,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003130,CHOAGUIT,1,0,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003129,CENTRO PALMA,1,1,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003128,BELLAVISTA,1,0,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003127,AZAFRAN,1,0,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003126,AYAQUE,1,0,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003125,ALICONPATA,1,0,0
CAJAMARCA,CHOTA,TACABAMBA,LOC003124,AGUA BRAVA,2,1,0
CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,LOC003123,PALO BLANCO,2,1,0
CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,LOC003122,LICUPIS,2,1,1
CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,LOC003121,LAS PAMPAS,1,1,0
CAJAMARCA,CHOTA,QUEROCOTO,LOC003120,SIGUES,1,1,0
CAJAMARCA,CHOTA,QUEROCOTO,LOC003119,QUEROCOTO,2,1,1
CAJAMARCA,CHOTA,QUEROCOTO,LOC003118,PARIAMARCA,2,1,0
CAJAMARCA,CHOTA,QUEROCOTO,LOC003117,PAGAYBAMPA BAJO,1,0,0
CAJAMARCA,CHOTA,QUEROCOTO,LOC003116,PACOPAMPA,2,1,0
CAJAMARCA,CHOTA,QUEROCOTO,LOC003115,MITOBAMBA,2,1,0
CAJAMARCA,CHOTA,QUEROCOTO,LOC003114,LA RAYA,1,0,0
CAJAMARCA,CHOTA,QUEROCOTO,LOC003113,LA PAMPA,1,0,0
CAJAMARCA,CHOTA,QUEROCOTO,LOC003112,LA IRACA,1,0,0
CAJAMARCA,CHOTA,QUEROCOTO,LOC003111,LA FILA,1,0,0
CAJAMARCA,CHOTA,QUEROCOTO,LOC003110,EL SAUCE,1,0,0
CAJAMARCA,CHOTA,QUEROCOTO,LOC003109,EL NARANJO,2,1,0
CAJAMARCA,CHOTA,QUEROCOTO,LOC003108,EL CUCHO,1,0,0
CAJAMARCA,CHOTA,QUEROCOTO,LOC003107,EL CAMPAMENTO,1,1,0
CAJAMARCA,CHOTA,QUEROCOTO,LOC003106,CHANGOMARCA,1,0,0
CAJAMARCA,CHOTA,PION,LOC003105,PION,2,1,0
CAJAMARCA,CHOTA,PION,LOC003104,LIMONES,1,1,0
CAJAMARCA,CHOTA,PION,LOC003103,LA IRACA,1,1,0
CAJAMARCA,CHOTA,PION,LOC003102,CHILCAPAMPA,1,0,0
CAJAMARCA,CHOTA,PACCHA,LOC003101,VISTA ALEGRE,1,1,0
CAJAMARCA,CHOTA,PACCHA,LOC003100,VILLA PALMA,1,1,0
CAJAMARCA,CHOTA,PACCHA,LOC003099,UNIGAN,2,1,0
CAJAMARCA,CHOTA,PACCHA,LOC003098,REJOPAMPA,1,0,0
CAJAMARCA,CHOTA,PACCHA,LOC003097,RAYO EL SOL,1,0,0
CAJAMARCA,CHOTA,PACCHA,LOC003096,QUIDEN,1,1,0
CAJAMARCA,CHOTA,PACCHA,LOC003095,PACCHA,2,1,1
CAJAMARCA,CHOTA,PACCHA,LOC003094,EL LIRIO,1,1,0
CAJAMARCA,CHOTA,MIRACOSTA,LOC003093,PALO VERDE,1,0,0
CAJAMARCA,CHOTA,MIRACOSTA,LOC003092,MIRACOSTA,2,1,1
CAJAMARCA,CHOTA,LLAMA,LOC003091,TIMON,1,1,0
CAJAMARCA,CHOTA,LLAMA,LOC003090,SUCCHA HUANGA MARCA,1,0,0
CAJAMARCA,CHOTA,LLAMA,LOC003089,SAN LORENZO DE HUARIMARCA,1,0,0
CAJAMARCA,CHOTA,LLAMA,LOC003088,SAN JUAN DE COJIN,1,1,0
CAJAMARCA,CHOTA,LLAMA,LOC003087,PADEN,1,0,0
CAJAMARCA,CHOTA,LLAMA,LOC003086,PACOPUQUIO,1,0,0
CAJAMARCA,CHOTA,LLAMA,LOC003085,MUTUY,1,0,0
CAJAMARCA,CHOTA,LLAMA,LOC003084,LLAMA,2,1,1
CAJAMARCA,CHOTA,LLAMA,LOC003083,LIMONCARRO,1,1,0
CAJAMARCA,CHOTA,LLAMA,LOC003082,LA SUCCHA,1,0,0
CAJAMARCA,CHOTA,LLAMA,LOC003081,CUCARACRA,1,0,0
CAJAMARCA,CHOTA,LLAMA,LOC003080,CARNICHE BAJO-HUANABAL-RACARRUMI,2,1,0
CAJAMARCA,CHOTA,LLAMA,LOC003079,CARNICHE ALTO,1,0,0
CAJAMARCA,CHOTA,LLAMA,LOC003078,CALLAMPAMPA,1,0,0
CAJAMARCA,CHOTA,LLAMA,LOC003077,BOCATOMA,1,0,0
CAJAMARCA,CHOTA,LAJAS,LOC003076,YACOCHINGANA,1,1,0
CAJAMARCA,CHOTA,LAJAS,LOC003075,VIRGEN DEL CARMEN BAJO,1,0,0
CAJAMARCA,CHOTA,LAJAS,LOC003074,TAURIPAMPA,1,1,0
CAJAMARCA,CHOTA,LAJAS,LOC003073,SAN CARLOS ALTO,1,1,0
CAJAMARCA,CHOTA,LAJAS,LOC003072,QUINUAPAMPA,1,0,0
CAJAMARCA,CHOTA,LAJAS,LOC003071,PAMPACANCHA,2,1,0
CAJAMARCA,CHOTA,LAJAS,LOC003070,PACOBAMBA,1,1,0
CAJAMARCA,CHOTA,LAJAS,LOC003069,MARCOPAMPA,1,1,0
CAJAMARCA,CHOTA,LAJAS,LOC003068,LLANGODEN BAJO,1,0,0
CAJAMARCA,CHOTA,LAJAS,LOC003067,LLANGODEN ALTO,2,1,0
CAJAMARCA,CHOTA,LAJAS,LOC003066,LAJAS,0,1,0
CAJAMARCA,CHOTA,LAJAS,LOC003065,LA SINRRA,1,1,0
CAJAMARCA,CHOTA,LAJAS,LOC003064,EL SOCORRO,1,0,0
CAJAMARCA,CHOTA,LAJAS,LOC003063,CHURUCANCHA EL MOLINO,0,1,0
CAJAMARCA,CHOTA,LAJAS,LOC003062,CADMALCA ALTO,2,1,0
CAJAMARCA,CHOTA,HUAMBOS,LOC003061,YAMALUC,2,1,0
CAJAMARCA,CHOTA,HUAMBOS,LOC003060,MOLLEBAMBA,2,1,0
CAJAMARCA,CHOTA,HUAMBOS,LOC003059,MITOCONGA,1,0,0
CAJAMARCA,CHOTA,HUAMBOS,LOC003058,LOS TOCHES,1,0,0
CAJAMARCA,CHOTA,HUAMBOS,LOC003057,LICLLIPAMPA,1,0,0
CAJAMARCA,CHOTA,HUAMBOS,LOC003056,LICAYATE,1,0,0
CAJAMARCA,CHOTA,HUAMBOS,LOC003055,LANCHECONGA,1,1,0
CAJAMARCA,CHOTA,HUAMBOS,LOC003054,LA PAUCA,1,1,0
CAJAMARCA,CHOTA,HUAMBOS,LOC003053,HUAMBOS,0,1,1
CAJAMARCA,CHOTA,HUAMBOS,LOC003052,EL MOLLE,1,0,0
CAJAMARCA,CHOTA,HUAMBOS,LOC003051,CUSILGUAN,1,1,0
CAJAMARCA,CHOTA,HUAMBOS,LOC003050,CHALLUARACRA,1,1,0
CAJAMARCA,CHOTA,HUAMBOS,LOC003049,CHABARBAMBA,2,1,0
CAJAMARCA,CHOTA,HUAMBOS,LOC003048,ALTO MOLLEBAMBA,1,0,0
CAJAMARCA,CHOTA,CONCHAN,LOC003047,YANTAYO,1,1,0
CAJAMARCA,CHOTA,CONCHAN,LOC003046,SAN PEDRO,1,0,0
CAJAMARCA,CUTERVO,SANTO TOMAS,LOC003346,EL FRAYLE,1,0,0
CAJAMARCA,CHOTA,CONCHAN,LOC003045,SAN FRANCISCO,1,0,0
CAJAMARCA,CHOTA,CONCHAN,LOC003044,PENCALOMA,1,0,0
CAJAMARCA,CHOTA,CONCHAN,LOC003043,LASCAN,1,1,0
CAJAMARCA,CHOTA,CONCHAN,LOC003042,LA PALMA,0,1,0
CAJAMARCA,CHOTA,CONCHAN,LOC003041,CUTAXI,2,1,0
CAJAMARCA,CHOTA,CONCHAN,LOC003040,CRUZCONGA,2,1,0
CAJAMARCA,CHOTA,CONCHAN,LOC003039,CONCHAN,2,1,1
CAJAMARCA,CHOTA,CONCHAN,LOC003038,CHAMES,2,0,0
CAJAMARCA,CHOTA,COCHABAMBA,LOC003037,SOGOS,1,1,0
CAJAMARCA,CHOTA,COCHABAMBA,LOC003036,SEGUE,2,1,0
CAJAMARCA,CHOTA,COCHABAMBA,LOC003035,SANTA ISOLINA ALTO,1,0,0
CAJAMARCA,CHOTA,COCHABAMBA,LOC003034,PALTARUME,1,1,0
CAJAMARCA,CHOTA,COCHABAMBA,LOC003033,LA COLLUNA,1,0,0
CAJAMARCA,CHOTA,COCHABAMBA,LOC003032,EL TAYAL,2,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003031,YURACYACU,2,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003030,SIVINGAN BAJO,1,0,0
CAJAMARCA,CHOTA,CHOTA,LOC003029,SIVINGAN ALTO,1,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003028,SILLEROPATA BAJO,1,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003027,SARABAMBA,2,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003026,SAN ANTONIO DE IRACA,1,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003025,REJOPAMPA,1,0,0
CAJAMARCA,CHOTA,CHOTA,LOC003024,RAMBRAMPATA,1,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003023,PROGRESO PAMPA,1,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003022,PAMPA LA LAGUNA,1,0,0
CAJAMARCA,CHOTA,CHOTA,LOC003021,NUEVO ORIENTE,1,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003020,NEGROPAMPA BAJO,2,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003019,LLASAVILCA ALTO,1,0,0
CAJAMARCA,CHOTA,CHOTA,LOC003018,LINGAN PATA,1,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003017,LINGAN GRANDE,2,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003016,LEONEROPAMPA,0,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003015,IRACA GRANDE,1,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003014,COLPATUAPAMPA,2,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003013,COLPA MATARA,1,0,0
CAJAMARCA,CHOTA,CHOTA,LOC003012,CHUYABAMBA ALTO,2,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003011,CHOROCO,2,0,0
CAJAMARCA,CHOTA,CHOTA,LOC003010,CHOCTAPATA,1,0,0
CAJAMARCA,CHOTA,CHOTA,LOC003009,CHIMCHIM,1,0,0
CAJAMARCA,CHOTA,CHOTA,LOC003008,CENTRO CONDORPULLANA,0,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003007,CENTRO CAÑAFISTO,0,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003006,CENTRO BASE CUYUMALCA,2,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003005,CABRACANCHA,0,1,0
CAJAMARCA,CHOTA,CHOTA,LOC003004,ALTO CAÑAFISTO,2,0,0
CAJAMARCA,CHOTA,CHOROPAMPA,LOC003003,PALCO LA CAPILLA,2,1,0
CAJAMARCA,CHOTA,CHOROPAMPA,LOC003002,LAS PALMERAS,1,0,0
CAJAMARCA,CHOTA,CHOROPAMPA,LOC003001,CHOROPAMPA,2,1,0
CAJAMARCA,CHOTA,CHIMBAN,LOC003000,SUSANGATE,2,1,0
CAJAMARCA,CHOTA,CHIMBAN,LOC002999,PANDE,1,1,0
CAJAMARCA,CHOTA,CHIMBAN,LOC002998,CHIMBAN,2,1,1
CAJAMARCA,CHOTA,CHIGUIRIP,LOC002997,SACUS,1,1,0
CAJAMARCA,CHOTA,CHIGUIRIP,LOC002996,PICHUGAN,2,1,0
CAJAMARCA,CHOTA,CHIGUIRIP,LOC002995,MUMPAMPA,1,0,0
CAJAMARCA,CHOTA,CHIGUIRIP,LOC002994,MARAYHUACA,1,1,0
CAJAMARCA,CHOTA,CHIGUIRIP,LOC002993,CHIGUIRIP,2,1,1
CAJAMARCA,CHOTA,CHALAMARCA,LOC002992,NUMBRAL,2,1,0
CAJAMARCA,CHOTA,CHALAMARCA,LOC002991,NUEVO TRIUNFO,1,0,0
CAJAMARCA,CHOTA,CHALAMARCA,LOC002990,NUEVO SAN JUAN,0,1,0
CAJAMARCA,CHOTA,CHALAMARCA,LOC002989,MASINTRANCA,2,1,0
CAJAMARCA,CHOTA,CHALAMARCA,LOC002988,LUCMAR,2,1,0
CAJAMARCA,CHOTA,CHALAMARCA,LOC002987,LA COLPA,2,1,0
CAJAMARCA,CHOTA,CHALAMARCA,LOC002986,HUAYRASITANA,2,1,0
CAJAMARCA,CHOTA,CHALAMARCA,LOC002985,EL VERDE,2,1,0
CAJAMARCA,CHOTA,CHALAMARCA,LOC002984,EL NOGAL,1,1,0
CAJAMARCA,CHOTA,CHALAMARCA,LOC002983,EL NARANJO,1,1,0
CAJAMARCA,CHOTA,CHALAMARCA,LOC002982,EL MIRADOR,1,1,0
CAJAMARCA,CHOTA,CHALAMARCA,LOC002981,CHILCAPAMPA,1,0,0
CAJAMARCA,CHOTA,CHALAMARCA,LOC002980,BELLA ANDINA,1,1,0
CAJAMARCA,CHOTA,CHALAMARCA,LOC002979,BAJO CHALAMARCA,1,0,0
CAJAMARCA,CHOTA,CHALAMARCA,LOC002978,ALTO MASINTRANCA,1,0,0
CAJAMARCA,CHOTA,CHADIN,LOC002977,SAN JUAN,1,1,0
CAJAMARCA,CHOTA,CHADIN,LOC002976,PUENTECILLA,1,0,0
CAJAMARCA,CHOTA,CHADIN,LOC002975,LA UNION,1,1,0
CAJAMARCA,CHOTA,CHADIN,LOC002974,CHADIN,0,1,0
CAJAMARCA,CHOTA,CHADIN,LOC002973,CHACAPAMPA,2,1,0
CAJAMARCA,CHOTA,CHADIN,LOC002972,ALISOPAMPA,1,1,0
CAJAMARCA,CHOTA,ANGUIA,LOC002971,YAMSE USHUN,1,0,0
CAJAMARCA,CHOTA,ANGUIA,LOC002970,TENDAL,2,1,0
CAJAMARCA,CHOTA,ANGUIA,LOC002969,TAYAPOTRERO,1,0,0
CAJAMARCA,CHOTA,ANGUIA,LOC002968,HUALLANGATE,2,1,0
CAJAMARCA,CHOTA,ANGUIA,LOC002967,COLCABAMBA,1,0,0
CAJAMARCA,CHOTA,ANGUIA,LOC002966,CHUGUR,2,1,0
CAJAMARCA,CHOTA,ANGUIA,LOC002965,CHIUT,1,0,0
CAJAMARCA,CHOTA,ANGUIA,LOC002964,ANGUIA,2,1,1
CAJAMARCA,CELENDIN,UTCO,LOC002963,UTCO,1,1,0
CAJAMARCA,CELENDIN,SUCRE,LOC002962,VIGASPAMPA,2,1,0
CAJAMARCA,CELENDIN,SUCRE,LOC002961,SENDAMAL,1,0,0
CAJAMARCA,CELENDIN,SUCRE,LOC002960,SAN PEDRO,1,0,0
CAJAMARCA,CELENDIN,SUCRE,LOC002959,SAN JUAN DE TINCAT (EL TRIUNFO),1,0,0
CAJAMARCA,CELENDIN,SUCRE,LOC002958,LA LECHUGA,1,0,0
CAJAMARCA,CELENDIN,SUCRE,LOC002957,CRUZ CONGA,1,1,0
CAJAMARCA,CELENDIN,SUCRE,LOC002956,CHALLAYHUACO,1,0,0
CAJAMARCA,CELENDIN,SUCRE,LOC002955,CALCONGA,2,1,0
CAJAMARCA,CELENDIN,SUCRE,LOC002954,CAJEN,1,0,0
CAJAMARCA,CELENDIN,SOROCHUCO,LOC002953,TANDAYOC,1,1,0
CAJAMARCA,CELENDIN,SOROCHUCO,LOC002952,SOROCHUCO,2,1,1
CAJAMARCA,CELENDIN,SOROCHUCO,LOC002951,SALACAT,2,1,0
CAJAMARCA,CELENDIN,SOROCHUCO,LOC002950,REJOPAMPA,2,1,0
CAJAMARCA,CELENDIN,SOROCHUCO,LOC002949,QUENGOMAYO,2,0,0
CAJAMARCA,CELENDIN,SOROCHUCO,LOC002948,OCSHA,1,0,0
CAJAMARCA,CELENDIN,SOROCHUCO,LOC002947,MARCOPATA,1,0,0
CAJAMARCA,CELENDIN,SOROCHUCO,LOC002946,LLAVIDQUE,2,1,0
CAJAMARCA,CELENDIN,SOROCHUCO,LOC002945,LA CHORRERA,2,1,0
CAJAMARCA,CELENDIN,SOROCHUCO,LOC002944,CRUZPAMPA,3,1,0
CAJAMARCA,CELENDIN,SOROCHUCO,LOC002943,COCHA PAMPA,1,0,0
CAJAMARCA,CELENDIN,SOROCHUCO,LOC002942,CHUGURMAYO,2,0,0
CAJAMARCA,CELENDIN,SOROCHUCO,LOC002941,CARUACONGA,1,0,0
CAJAMARCA,CELENDIN,SOROCHUCO,LOC002940,CARIRPO,1,0,0
CAJAMARCA,CELENDIN,OXAMARCA,LOC002939,YANAHUMA,1,0,0
CAJAMARCA,CELENDIN,OXAMARCA,LOC002938,TALLAMBO BAJO,1,0,0
CAJAMARCA,CELENDIN,OXAMARCA,LOC002937,OXAMARCA,2,1,1
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,LOC002936,PIZON,1,1,0
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,LOC002935,NUEVO QUINUAMAYO,1,0,0
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,LOC002934,MUYOC CHICO,2,1,0
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,LOC002933,MIRADOR,1,0,0
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,LOC002932,MAQUEMAQUE,1,0,0
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,LOC002931,EL ALIZO,1,0,0
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,LOC002930,CHALAN,2,1,1
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,LOC002929,CATALINA,1,0,0
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,LOC002928,CAMPO ALEGRE,2,0,0
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,LOC002927,BELLAVISTA,1,0,0
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,LOC002926,VELASQUEZ,1,0,0
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,LOC002925,SAN MARTIN,1,0,0
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,LOC002924,SAN JUAN,1,0,0
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,LOC002923,RAMOSCUCHO,2,1,0
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,LOC002922,RAMON CASTILLA,1,0,0
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,LOC002921,QUINUAMAYO,2,0,0
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,LOC002920,PAUCAPAMPA,1,0,0
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,LOC002919,NUEVA LIBERTAD,1,0,0
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,LOC002918,NUEVA ESPERANZA,2,1,0
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,LOC002917,NUEVA ALIANZA,1,0,0
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,LOC002916,LA LIBERTAD DE PALLAN,2,1,1
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,LOC002915,CHUÑIGA,1,0,0
CAJAMARCA,CELENDIN,JOSE GALVEZ,LOC002914,SANTA LUCIA,1,0,0
CAJAMARCA,CELENDIN,JOSE GALVEZ,LOC002913,FRAYLECOCHA,2,1,0
CAJAMARCA,CELENDIN,JORGE CHAVEZ,LOC002912,LUCMAPAMPA,1,1,0
CAJAMARCA,CELENDIN,HUASMIN,LOC002911,VISTA ALEGRE,2,1,0
CAJAMARCA,CELENDIN,HUASMIN,LOC002910,TUPAC AMARU,1,0,0
CAJAMARCA,CELENDIN,HUASMIN,LOC002909,TINGO,2,0,0
